,Öğrenci_Bilgisi,Not_Bilgisi
4925,"Mitchell, Owen",77.0
4926,"Cole, Spike",73.0
4927,"Kelley, Vanessa",65.0
4928,"Harrison, Tyler",65.0
4929,"Wells, Spike",58.0
4930,"Perry, Garry",86.0
4931,"Anderson, Joyce",73.0
4932,"Hawkins, Emma",98.0
4933,"Wright, Belinda",62.0
4934,"Carroll, Fenton",75.0
4935,"Smith, Alisa",69.0
4936,"Murphy, Frederick",85.0
4937,"Ryan, Catherine",66.0
4938,"Perkins, Vanessa",90.0
4939,"Murray, Derek",80.0
4940,"Fowler, Owen",79.0
4941,"Johnson, Naomi",62.0
4942,"Cooper, Chloe",66.0
4943,"Myers, Reid",82.0
4944,"Brown, Roland",78.0
4945,"Riley, April",30.0
4946,"Cole, Daisy",91.0
4947,"Wright, Stella",72.0
4948,"Henderson, Martin",91.0
4949,"Mitchell, Nicholas",56.0
4950,"Russell, Kirsten",83.0
4951,"Fowler, Sarah",56.0
4952,"Harris, Amy",60.0
4953,"Foster, Aida",60.0
4954,"Ellis, Adam",67.0
4955,"Scott, Kimberly",88.0
4956,"Perry, Amy",77.0
4957,"Reed, Belinda",55.0
4958,"Elliott, Jared",86.0
4959,"Williams, Ashton",73.0
4960,"Sullivan, Ryan",65.0
4961,"Turner, Spike",70.0
4962,"Murray, Kelvin",76.0
4963,"Dixon, Antony",81.0
4964,"Armstrong, Wilson",70.0
4965,"Armstrong, Aldus",40.0
4966,"Davis, Eleanor",75.0
4967,"Roberts, Camila",63.0
4968,"Scott, Anna",99.0
4969,"Ferguson, Alan",51.0
4970,"Clark, Owen",50.0
4971,"Riley, Gianna",74.0
4972,"Casey, Victor",77.0
4973,"Gray, Valeria",66.0
4974,"Russell, Camila",66.0
4975,"Harrison, Richard",92.0
4976,"Henderson, Joyce",68.0
4977,"Wright, Joyce",88.0
4978,"Richards, Stuart",51.0
4979,"Ellis, Chloe",58.0
4980,"Tucker, Lucas",72.0
4981,"Thompson, Derek",89.0
4982,"Smith, Lilianna",59.0
4983,"Brooks, Frederick",57.0
4984,"Murray, Gianna",67.0
4985,"Johnson, Aldus",66.0
4986,"Jones, Reid",89.0
4987,"Barnes, Arnold",70.0
4988,"Clark, Michael",93.0
4989,"Johnson, Arnold",89.0
4990,"Ross, Tiana",63.0
4991,"Elliott, Amy",100.0
4992,"Morrison, Victor",93.0
4993,"Stewart, Natalie",57.0
4994,"Adams, Gianna",72.0
4995,"Reed, George",80.0
4996,"Fowler, Chloe",73.0
4997,"Wells, Carlos",41.0
4998,"Davis, Elise",96.0
4999,"Wells, Dominik",57.0
